booking_id,user_id,technician_id,service_category,problem_description,booking_date,status,final_cost,rating,simulated_distance_deg
1933,311,17,fridge/freezer,"Freezer not freezing, ice cream melting.",2025-09-21 15:28:19.898493,Canceled,0,,0.0352
1934,252,163,painter,Front gate needs rust removal and repainting.,2026-03-11 15:28:19.898493,Completed,1377,5.0,0.0446
1935,230,138,air condition,Wall-mounted AC unit installation with piping.,2026-03-27 15:28:19.898493,Canceled,0,,0.1485
1936,251,176,electrical,Main circuit breaker needs inspection and replacement.,2025-09-16 15:28:19.898493,Completed,558,4.0,0.0215
1937,213,24,dish,"Satellite signal is weak, dish needs realignment.",2025-07-12 15:28:19.898493,Completed,484,3.0,0.316
1938,383,136,fridge/freezer,Fridge compressor running but not cooling.,2025-07-18 15:28:19.898493,Completed,1515,5.0,0.3746
1939,370,14,fridge/freezer,"Fridge temperature too warm, food spoiling.",2025-07-18 15:28:19.898493,Completed,472,4.0,0.0407
1940,106,94,plumbing,Shower drain is very slow and smells terrible.,2025-11-30 15:28:19.898493,Completed,166,3.0,0.0221
1941,128,39,fan,Bathroom exhaust fan is very noisy.,2025-11-08 15:28:19.898493,Completed,186,3.0,0.2386
1942,281,152,painter,"Ceiling has water stains, needs scraping and repainting.",2026-02-24 15:28:19.898493,Completed,224,4.0,0.1001
1943,378,160,dish,"Dish was damaged in wind storm, needs fixing.",2025-10-25 15:28:19.898493,Completed,362,4.0,0.0239
1944,208,10,plumbing,The toilet won't flush properly.,2025-12-19 15:28:19.898493,Completed,476,4.0,0.0956
1945,432,194,fridge/freezer,"Auto-defrost not working, ice on back wall.",2025-12-07 15:28:19.898493,Canceled,0,,0.0329
1946,420,45,oven/cooker,"Gas cooker burner won't ignite, clicking sound.",2025-11-09 15:28:19.898493,Canceled,0,,0.3798
1947,60,77,painter,Fresh paint job for the entire apartment.,2026-02-03 15:28:19.898493,Canceled,0,,0.3406
1948,64,73,oven/cooker,Microwave sparking inside when turned on.,2025-11-23 15:28:19.898493,Completed,566,3.0,0.3914
1949,350,54,oven/cooker,Heating element in the oven burned out.,2025-12-01 15:28:19.898493,Completed,544,4.0,0.0361
1950,390,35,carpentry,Wall-mounted bookshelf needs professional installation.,2025-04-11 15:28:19.898493,Completed,238,3.0,0.3094
1951,9,166,electrical,Wiring for the new smart TV setup.,2025-10-29 15:28:19.898493,Completed,582,5.0,0.0322
1952,229,157,fridge/freezer,Ice maker in the fridge stopped working.,2025-10-13 15:28:19.898493,Canceled,0,,0.3241
1953,160,114,fan,Stand fan oscillation mechanism is broken.,2026-01-31 15:28:19.898493,Completed,756,4.0,0.4325
1954,255,76,air condition,Air conditioner is leaking water inside the house.,2025-06-07 15:28:19.898493,Completed,786,4.0,0.041
1955,39,178,plumbing,The toilet won't flush properly.,2025-06-27 15:28:19.898493,Canceled,0,,0.1565
1956,393,141,carpentry,Wall-mounted bookshelf needs professional installation.,2025-08-13 15:28:19.898493,Canceled,0,,0.356
1957,398,69,dish,"Receiver not picking up channels, needs configuration.",2026-03-23 15:28:19.898493,Completed,241,4.0,0.2931
1958,253,96,dish,"Receiver not picking up channels, needs configuration.",2025-11-08 15:28:19.898493,Canceled,0,,0.1263
1959,393,89,plumbing,Shower drain is very slow and smells terrible.,2025-10-07 15:28:19.898493,Completed,300,4.0,0.0413
1960,485,150,oven/cooker,"Gas cooker burner won't ignite, clicking sound.",2025-08-16 15:28:19.898493,Completed,1419,5.0,0.136
1961,203,152,painter,Textured wall finish for the bedroom.,2025-08-13 15:28:19.898493,Completed,224,3.0,0.0322
1962,232,8,home cleaning,"Post-renovation deep cleaning, lots of dust.",2026-03-10 15:28:19.898493,Canceled,0,,0.1235
1963,331,16,carpentry,Need custom shelves built for the living room.,2026-02-28 15:28:19.898493,Completed,220,3.0,0.3873
1964,417,119,fan,Stand fan oscillation mechanism is broken.,2025-11-07 15:28:19.898493,Completed,595,4.0,0.3572
1965,184,150,oven/cooker,"Oven not heating up, food stays raw.",2026-01-02 15:28:19.898493,Completed,946,5.0,0.1183
1966,244,48,painter,Minor wall touch-ups after furniture was moved.,2025-05-20 15:28:19.898493,Completed,431,5.0,0.0344
1967,416,89,plumbing,"Bathroom pipe burst, flooding the floor!",2025-09-28 15:28:19.898493,Canceled,0,,0.4155
1968,389,63,carpentry,Need custom shelves built for the living room.,2025-10-25 15:28:19.898493,Completed,414,4.0,0.1456
1969,261,13,home cleaning,"Carpet cleaning, multiple rooms, heavy stains.",2025-12-12 15:28:19.898493,Completed,343,4.0,0.1442
1970,261,109,air condition,AC is running but not cooling the room at all.,2025-11-11 15:28:19.898493,Completed,750,4.0,0.0854
1971,269,11,painter,"Ceiling has water stains, needs scraping and repainting.",2025-07-07 15:28:19.898493,Completed,786,5.0,0.0084
1972,339,129,fridge/freezer,"Freezer frost buildup, can't close the door.",2025-11-21 15:28:19.898493,Canceled,0,,0.2653
1973,253,57,plumbing,Dishwasher water line needs professional installation.,2025-07-09 15:28:19.898493,Canceled,0,,0.2987
1974,300,157,fridge/freezer,"Freezer not freezing, ice cream melting.",2025-07-12 15:28:19.898493,Completed,424,3.0,0.2783
1975,228,40,home cleaning,"Carpet cleaning, multiple rooms, heavy stains.",2026-02-18 15:28:19.898493,Completed,598,5.0,0.0507
1976,227,182,painter,Fresh paint job for the entire apartment.,2025-09-02 15:28:19.898493,Completed,464,5.0,0.0533
1977,235,142,electrical,Need to rewire the living room for extra outlets.,2025-08-03 15:28:19.898493,Completed,596,4.0,0.1299
1978,324,61,carpentry,New office desk needs professional assembly.,2025-04-08 15:28:19.898493,Completed,464,4.0,0.2572
1979,330,71,oven/cooker,Microwave turntable stopped spinning.,2025-04-08 15:28:19.898493,Completed,108,3.0,0.3871
1980,333,119,fan,Stand fan oscillation mechanism is broken.,2025-08-19 15:28:19.898493,Canceled,0,,0.2982
1981,4,114,fan,Pedestal fan making grinding noise.,2026-03-20 15:28:19.898493,Completed,378,5.0,0.0224
1982,370,11,painter,Front gate needs rust removal and repainting.,2025-08-05 15:28:19.898493,Canceled,0,,0.0454
1983,341,123,plumbing,"Need the water heater replaced, it's rusty and old.",2025-10-04 15:28:19.898493,Completed,368,4.0,0.0722
1984,6,129,fridge/freezer,Fridge leaking water inside on the shelves.,2025-04-06 15:28:19.898493,Canceled,0,,0.4018
1985,213,128,dish,Mount a 65-inch TV on the bedroom wall.,2025-06-15 15:28:19.898493,Completed,526,5.0,0.0458
1986,122,47,air condition,AC is running but not cooling the room at all.,2025-08-26 15:28:19.898493,Canceled,0,,0.1556
1987,132,188,electrical,Main circuit breaker needs inspection and replacement.,2026-03-08 15:28:19.898493,Completed,1758,5.0,0.256
1988,20,41,electrical,Chandelier replacement in the living room.,2026-03-09 15:28:19.898493,Canceled,0,,0.0957
1989,253,69,dish,"Dish was damaged in wind storm, needs fixing.",2025-04-28 15:28:19.898493,Completed,482,4.0,0.3508
1990,112,29,dish,"Receiver not picking up channels, needs configuration.",2025-08-02 15:28:19.898493,Canceled,0,,0.2827
1991,196,176,electrical,Need smart home wiring for lights and thermostat.,2025-11-10 15:28:19.898493,Completed,372,5.0,0.0176
1992,99,151,air condition,Air conditioner gas recharge needed.,2026-03-29 15:28:19.898493,Canceled,0,,0.402
1993,110,26,air condition,Air conditioner is leaking water inside the house.,2025-06-17 15:28:19.898493,Completed,878,5.0,0.0239
1994,267,20,carpentry,Fixing a broken leg on the dining table.,2025-12-19 15:28:19.898493,Canceled,0,,0.0269
1995,491,37,home cleaning,Need a full apartment cleaning this weekend.,2025-09-06 15:28:19.898493,Completed,374,5.0,0.0379
1996,107,6,air condition,"AC deep cleaning, bad smell coming from vents.",2025-06-03 15:28:19.898493,Completed,1166,5.0,0.0404
1997,492,23,plumbing,"Toilet is constantly running, wasting water.",2026-03-08 15:28:19.898493,Completed,242,4.0,0.0338
1998,243,114,fan,Replace old ceiling fan with a modern one.,2025-04-19 15:28:19.898493,Completed,756,4.0,0.4125
1999,491,8,home cleaning,Deep cleaning before moving into a new apartment.,2025-08-26 15:28:19.898493,Completed,256,3.0,0.1411
2000,238,2,plumbing,Shower drain is very slow and smells terrible.,2026-03-14 15:28:19.898493,Completed,382,4.0,0.0251
2001,480,35,carpentry,"Front door lock mechanism is jammed, door won't open.",2026-01-03 15:28:19.898493,Canceled,0,,0.1574
2002,318,105,air condition,Air conditioner gas recharge needed.,2025-07-28 15:28:19.898493,Completed,252,4.0,0.0184
2003,170,107,fridge/freezer,"Auto-defrost not working, ice on back wall.",2026-02-06 15:28:19.898493,Canceled,0,,0.1237
2004,360,106,carpentry,"Front door lock mechanism is jammed, door won't open.",2025-10-17 15:28:19.898493,Completed,298,4.0,0.0384
2005,470,37,home cleaning,Move-out cleaning for apartment handover.,2025-11-14 15:28:19.898493,Canceled,0,,0.1556
2006,26,157,fridge/freezer,"Freezer not freezing, ice cream melting.",2025-05-19 15:28:19.898493,Completed,424,4.0,0.2921
2007,61,187,air condition,Air conditioner is leaking water inside the house.,2025-07-10 15:28:19.898493,Completed,1185,4.0,0.1389
2008,460,20,carpentry,"Front door lock mechanism is jammed, door won't open.",2025-06-09 15:28:19.898493,Canceled,0,,0.1331
2009,125,197,electrical,Wall outlet stopped working and smells like burning.,2026-01-25 15:28:19.898493,Canceled,0,,0.0314
2010,256,78,fan,Need to install a new ceiling fan in the bedroom.,2025-07-11 15:28:19.898493,Completed,694,5.0,0.0134
2011,439,109,air condition,"AC not cooling, probably needs freon refill.",2025-09-15 15:28:19.898493,Canceled,0,,0.0385
2012,5,111,plumbing,"Need the water heater replaced, it's rusty and old.",2025-06-08 15:28:19.898493,Canceled,0,,0.0925
2013,98,159,carpentry,Fixing a broken leg on the dining table.,2025-05-29 15:28:19.898493,Completed,1146,5.0,0.0352
2014,488,137,dish,Need TV wall mounted in the living room.,2025-09-13 15:28:19.898493,Completed,380,3.0,0.3884
2015,159,150,oven/cooker,"Oven not heating up, food stays raw.",2026-03-19 15:28:19.898493,Completed,946,5.0,0.0813
2016,458,15,carpentry,New office desk needs professional assembly.,2026-03-11 15:28:19.898493,Completed,214,4.0,0.3323
2017,343,51,painter,Need to repaint the living room walls.,2026-03-23 15:28:19.898493,Completed,812,4.0,0.2924
2018,481,40,home cleaning,Weekly house cleaning service needed.,2026-01-23 15:28:19.898493,Completed,299,4.0,0.0479
2019,399,103,fan,Pedestal fan making grinding noise.,2025-07-24 15:28:19.898493,Canceled,0,,0.021
2020,137,45,oven/cooker,"Cooker thermostat seems broken, overheating.",2025-06-22 15:28:19.898493,Completed,386,4.0,0.0253
2021,104,19,carpentry,Wall-mounted bookshelf needs professional installation.,2025-07-29 15:28:19.898493,Canceled,0,,0.0214
2022,470,140,home cleaning,Need a full apartment cleaning this weekend.,2025-07-05 15:28:19.898493,Canceled,0,,0.1512
2023,55,48,painter,Fill holes and repaint where old shelves were mounted.,2025-06-25 15:28:19.898493,Completed,431,5.0,0.0157
2024,461,159,carpentry,The bedroom door is stuck and won't close.,2026-03-18 15:28:19.898493,Completed,573,5.0,0.0198
2025,148,45,oven/cooker,"Cooker thermostat seems broken, overheating.",2025-10-22 15:28:19.898493,Canceled,0,,0.0278
2026,235,161,carpentry,Assembling a new IKEA wardrobe.,2025-08-27 15:28:19.898493,Completed,158,4.0,0.1403
2027,135,7,dish,"Dish was damaged in wind storm, needs fixing.",2026-01-10 15:28:19.898493,Canceled,0,,0.4532
2028,59,99,dish,Need TV wall mounted in the living room.,2026-01-27 15:28:19.898493,Completed,284,4.0,0.0244
2029,421,78,fan,Need to install a new ceiling fan in the bedroom.,2025-11-25 15:28:19.898493,Canceled,0,,0.4314
2030,186,198,electrical,The fuse box keeps tripping when I turn on the AC.,2025-12-08 15:28:19.898493,Completed,579,3.0,0.0302
2031,368,145,fan,Bathroom exhaust fan is very noisy.,2025-07-21 15:28:19.898493,Canceled,0,,0.1245
2032,120,166,electrical,Main circuit breaker needs inspection and replacement.,2026-03-04 15:28:19.898493,Completed,873,5.0,0.0972
2033,90,34,air condition,AC is running but not cooling the room at all.,2025-06-19 15:28:19.898493,Completed,633,5.0,0.0417
2034,381,118,fan,Stand fan oscillation mechanism is broken.,2025-11-09 15:28:19.898493,Canceled,0,,0.1551
2035,95,185,plumbing,The kitchen drain is clogged and water backs up.,2025-05-24 15:28:19.898493,Canceled,0,,0.4292
2036,450,17,fridge/freezer,Fridge leaking water inside on the shelves.,2025-07-05 15:28:19.898493,Canceled,0,,0.1122
2037,9,73,oven/cooker,"Gas cooker burner won't ignite, clicking sound.",2025-09-25 15:28:19.898493,Completed,849,4.0,0.1202
2038,471,178,plumbing,Dishwasher water line needs professional installation.,2025-10-28 15:28:19.898493,Canceled,0,,0.4397
2039,98,42,home cleaning,"Post-renovation deep cleaning, lots of dust.",2025-12-11 15:28:19.898493,Completed,562,5.0,0.1451
2040,341,61,carpentry,Kitchen cabinet hinges are broken.,2025-07-02 15:28:19.898493,Canceled,0,,0.2675
2041,487,153,fan,Stand fan oscillation mechanism is broken.,2026-03-14 15:28:19.898493,Canceled,0,,0.3012
2042,6,106,carpentry,"Front door lock mechanism is jammed, door won't open.",2026-03-03 15:28:19.898493,Canceled,0,,0.1306
2043,66,162,carpentry,Assembling a new IKEA wardrobe.,2025-05-17 15:28:19.898493,Completed,148,4.0,0.0238
2044,344,187,air condition,Air conditioner is leaking water inside the house.,2025-12-21 15:28:19.898493,Completed,1185,5.0,0.0065
2045,435,103,fan,"Ceiling fan stopped working, no rotation.",2026-01-23 15:28:19.898493,Completed,248,2.0,0.423
2046,58,167,plumbing,"Toilet is constantly running, wasting water.",2026-02-02 15:28:19.898493,Completed,608,5.0,0.035
2047,187,175,fan,Ceiling fan wobbling dangerously when spinning.,2026-03-30 15:28:19.898493,Completed,382,4.0,0.1164
2048,189,150,oven/cooker,"Oven temperature is inconsistent, burns food.",2026-01-05 15:28:19.898493,Completed,946,5.0,0.0663
2049,147,182,painter,"Ceiling has water stains, needs scraping and repainting.",2026-01-01 15:28:19.898493,Completed,928,5.0,0.0987
2050,461,109,air condition,Air conditioner gas recharge needed.,2025-07-20 15:28:19.898493,Canceled,0,,0.0403
2051,143,81,electrical,Need to rewire the living room for extra outlets.,2025-09-12 15:28:19.898493,Completed,651,4.0,0.0302
2052,55,76,air condition,Air conditioner is leaking water inside the house.,2025-08-14 15:28:19.898493,Completed,786,4.0,0.0164
2053,462,92,fan,Need to install a new ceiling fan in the bedroom.,2026-01-08 15:28:19.898493,Completed,366,5.0,0.0238
2054,221,93,dish,"Satellite signal is weak, dish needs realignment.",2025-12-26 15:28:19.898493,Completed,348,5.0,0.0339
2055,190,9,electrical,Sparking sound coming from the wall outlet.,2025-11-18 15:28:19.898493,Canceled,0,,0.1206
2056,252,17,fridge/freezer,"Fridge temperature too warm, food spoiling.",2025-12-28 15:28:19.898493,Completed,458,4.0,0.1161
2057,431,9,electrical,Wall outlet stopped working and smells like burning.,2025-12-22 15:28:19.898493,Canceled,0,,0.2523
2058,331,42,home cleaning,"Post-renovation deep cleaning, lots of dust.",2025-04-27 15:28:19.898493,Canceled,0,,0.1283
2059,361,113,home cleaning,"Post-renovation deep cleaning, lots of dust.",2025-07-24 15:28:19.898493,Completed,320,3.0,0.0313
2060,371,56,carpentry,Need custom shelves built for the living room.,2025-07-24 15:28:19.898493,Canceled,0,,0.3823
2061,210,158,electrical,Need smart home wiring for lights and thermostat.,2026-01-11 15:28:19.898493,Completed,927,5.0,0.0334
2062,398,5,painter,Exterior balcony walls need weather-resistant paint.,2025-06-27 15:28:19.898493,Completed,714,3.0,0.1663
2063,195,106,carpentry,Assembling a new IKEA wardrobe.,2025-06-17 15:28:19.898493,Completed,596,5.0,0.013
2064,219,5,painter,Decorative accent wall with two-tone color.,2026-03-27 15:28:19.898493,Canceled,0,,0.0298
2065,429,5,painter,Bathroom ceiling paint is peeling off.,2026-01-18 15:28:19.898493,Canceled,0,,0.1656
2066,312,162,carpentry,Fixing a broken leg on the dining table.,2025-11-05 15:28:19.898493,Canceled,0,,0.006
2067,132,153,fan,Ceiling fan wobbling dangerously when spinning.,2025-10-16 15:28:19.898493,Completed,208,3.0,0.0279
2068,340,103,fan,Need to install a new ceiling fan in the bedroom.,2026-01-02 15:28:19.898493,Completed,248,3.0,0.4204
2069,286,23,plumbing,"Bathroom pipe burst, flooding the floor!",2025-09-20 15:28:19.898493,Completed,726,4.0,0.0477
2070,82,72,carpentry,"Front door lock mechanism is jammed, door won't open.",2025-08-22 15:28:19.898493,Completed,173,4.0,0.0158
2071,488,99,dish,"Satellite signal is weak, dish needs realignment.",2025-07-29 15:28:19.898493,Canceled,0,,0.0267
2072,297,22,home cleaning,"Carpet cleaning, multiple rooms, heavy stains.",2025-07-27 15:28:19.898493,Completed,952,5.0,0.0271
2073,214,131,painter,Minor wall touch-ups after furniture was moved.,2025-06-07 15:28:19.898493,Canceled,0,,0.1438
2074,94,55,plumbing,The kitchen drain is clogged and water backs up.,2025-05-23 15:28:19.898493,Completed,536,4.0,0.0105
2075,298,80,fan,Need ventilation fan installed in windowless room.,2025-04-29 15:28:19.898493,Completed,464,4.0,0.1154
